Case Number,Business Name,Agent Attorney Name,Worksite State,Randomization Group,Link
H-400-24003-613040,"DP FRAMING COMPANY, INC.",LILIAN SHEA,COLORADO,D,https://seasonaljobs.dol.gov/jobs/H-400-24003-613040
H-400-24003-613618,"DPS Hospitality, LLC",Trent Williams,MONTANA,A,https://seasonaljobs.dol.gov/jobs/H-400-24003-613618
H-400-24003-613544,"DPS Hospitality, LLC",Trent Williams,MONTANA,C,https://seasonaljobs.dol.gov/jobs/H-400-24003-613544
H-400-24002-603043,"Dr. Lawn Landscape Services, Inc.",Cooper Hufman,MONTANA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-603043
H-400-24002-606115,"Dragonfly Pond Works, LLC",Tristan Strong,GEORGIA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-606115
H-400-24002-606045,"Dragonfly Pond Works, LLC",Tristan Strong,NORTH CAROLINA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-606045
H-400-24002-606324,"Dragonfly Pond Works, LLC",Tristan Strong,NORTH CAROLINA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-606324
H-400-24002-606250,"Dragonfly Pond Works, LLC",Tristan Strong,NORTH CAROLINA,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-606250
H-400-24002-605130,"DRC III, LLC  ",Holly Black,NEBRASKA,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-605130
H-400-24002-602193,DREADLOCK HOLIDAYS INC.,MAYDENE THOMPSON-GRANT,MASSACHUSETTS,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-602193
H-400-24002-605893,"DREAM GREENER LAWN & LANDSCAPE, LLC",Jodi Ruis,PENNSYLVANIA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-605893
H-400-24003-614452,Dreamland Carnival Company (DRM124A),Karen Schindler,MONTANA,A,https://seasonaljobs.dol.gov/jobs/H-400-24003-614452
H-400-24002-608819,"Dresden Land Works, Ltd.",Suzanne Sukkar,OHIO,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-608819
H-400-24002-603180,"Drew's Lawn & Snow Service, Inc.",Cooper Hufman,ILLINOIS,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-603180
H-400-24002-601837,"Drive On Cart Path Systems, LLC",Cooper Hufman,FLORIDA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-601837
H-400-24002-601839,"Drive On Cart Path Systems, LLC",Cooper Hufman,NORTH CAROLINA,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-601839
H-400-24002-609575,"Drummond Dolomite, Inc.",David Janklow,MICHIGAN,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-609575
H-400-24002-608110,"DRYWALL SOLUTIONS, LLC ",ERICKA  LOPEZ,KANSAS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-608110
H-400-24002-609788,DS Lawn Care Inc,Alycia Moss,KANSAS,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-609788
H-400-24003-611836,"DTJ Enterprises, Inc.",Michele Contreras,MASSACHUSETTS,A,https://seasonaljobs.dol.gov/jobs/H-400-24003-611836
H-400-24002-601330,Duane L Elliott, ,MARYLAND,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-601330
H-400-24002-602097,Duckworth Brothers Inc.,Katelyn Beaugrand,MICHIGAN,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-602097
H-400-24002-608934,Duggans Concessions,Veronica Birkenstock,CALIFORNIA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-608934
H-400-24002-607758,"Duininck, Inc. ",Taylor Hester,GEORGIA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-607758
H-400-24002-607777,"Duininck, Inc. ",Taylor Hester,GEORGIA,G,https://seasonaljobs.dol.gov/jobs/H-400-24002-607777
H-400-24002-607757,"Duininck, Inc. ",Taylor Hester,MINNESOTA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-607757
H-400-24002-607747,"Duininck, Inc. ",Taylor Hester,MINNESOTA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-607747
H-400-24002-605345,"Dukelands, LLC",James Judkins,WISCONSIN,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605345
H-400-24002-605159,Dune Resorts LLC,LISSETTE HILDESHEIM,NEW YORK,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605159
H-400-24002-605076,Dune Resorts LLC,LISSETTE HILDESHEIM,NEW YORK,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-605076
H-400-24002-605054,Dune Resorts LLC,LISSETTE HILDESHEIM,NEW YORK,G,https://seasonaljobs.dol.gov/jobs/H-400-24002-605054
H-400-24002-604921,"Dunes Hospitality, LLC",Keith Pabian,MAINE,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604921
H-400-24002-603153,Dunphy Farms LLC,Aaron Bernard,IOWA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-603153
H-400-24005-618705,"Duppong's, Inc.",ROBERT MCCUBBIN,NORTH DAKOTA,F,https://seasonaljobs.dol.gov/jobs/H-400-24005-618705
H-400-24002-608675,"Duprey Hospitality, LLC",John Wilson,NEW HAMPSHIRE,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-608675
H-400-24002-602362,Dura-Trac Flooring,Katelyn Beaugrand,WEST VIRGINIA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-602362
H-400-24002-605369,"Durant Enterprises, Inc.",James Judkins,OHIO,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-605369
H-400-24002-602633,"Duranti's Landscaping, Inc.",Tristan Strong,PENNSYLVANIA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-602633
H-400-24002-601779,"Durbin Interior & Exterior Landscaping, Inc.",Cooper Hufman,OHIO,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-601779
H-400-24002-604753,Durham Fence Company Inc,Damjan Denoble,CONNECTICUT,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-604753
H-400-24002-601949,Dutch John Resort,Cooper Hufman,UTAH,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-601949
H-400-24002-601981,Dutch John Resort,Cooper Hufman,UTAH,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-601981
H-400-24002-602034,Dutch John Resort ,Cooper Hufman,UTAH,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-602034
H-400-24002-606684,"Dutchess Landscapes, LLC",Steven McKay,NEW YORK,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-606684
H-400-24002-602197,"Duval Asphalt Products, Inc.",Cooper Hufman,FLORIDA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-602197
H-400-24005-618848,Dyna-Mist Irrigation Co.,Kevin Lashus,TEXAS,G,https://seasonaljobs.dol.gov/jobs/H-400-24005-618848
H-400-24002-603741,Dynamic Lawn & Snow Service LLC,Cooper Hufman,MICHIGAN,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-603741
H-400-24002-604091,Dynoske Landscaping LLC,Jodi Ruis,PENNSYLVANIA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604091
H-400-24002-606588,E & M Logistics Inc.,Steven McKay,TEXAS,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-606588
H-400-24002-602013,"E and R General Landscaping, Inc.",Branislav Hruz,OHIO,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-602013
H-400-24002-601940,E Woolf Landscape,Cooper Hufman,LOUISIANA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-601940
H-400-24003-613953,E-D Realty Inc.,Andrew Jackson,PENNSYLVANIA,E,https://seasonaljobs.dol.gov/jobs/H-400-24003-613953
H-400-24002-610714,"E. G. Landscape, LLC",Kevin Lashus,TEXAS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-610714
H-400-24002-602267,"E.C. Phillips & Son, Inc. ",Kimberly Maglin,ALASKA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-602267
H-400-24002-601334,"E.H. Contracting Services, LLC",Amber Hodgson,NEW MEXICO,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-601334
H-400-24002-608916,"E&C CONSTRUCTION CO, #1, INC.",ERICKA  LOPEZ,TEXAS,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-608916
H-400-24002-607798,E&C CONSTRUCTION COMPANY,ERICKA  LOPEZ,TEXAS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-607798
H-400-24002-606453,Eads Landscapes,Steven McKay,TENNESSEE,G,https://seasonaljobs.dol.gov/jobs/H-400-24002-606453
H-400-24002-601569,"Eagle Eye Irrigation, Incorporated",Steven McKay,TEXAS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-601569
H-400-24002-605892,Eagle Lawn & Landscape Inc.,Vanessa Ryman,SOUTH DAKOTA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-605892
H-400-24002-605280,EAGLE PASS HOSPITALITY OF TEXAS LTD.,JOSEPH BISHOP,TEXAS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-605280
H-400-24002-606992,EAGLE WINDOW CLEANING SERVICE CORP.,SAYDE LEONEL DE CERVANTES,MASSACHUSETTS,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-606992
H-400-24002-609664,"Eagles Beachwear and Swimwear of Myrtle Beach, Inc.",Benjamin Snyder,SOUTH CAROLINA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-609664
H-400-24002-608040,EARLE W NOYES & SONS MOVING SPECIALISTS INC (NOY124A),Karen Schindler,MAINE,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-608040
H-400-24002-602557,Earth Care Inc.,Tristan Strong,PENNSYLVANIA,G,https://seasonaljobs.dol.gov/jobs/H-400-24002-602557
H-400-24002-603631,"Earth Concepts, LLC.",Michael Lerner,OHIO,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-603631
H-400-24002-608743,"Earth Tones Design, Inc.",Anique Watson,TEXAS,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-608743
H-400-24002-608756,"Earth Tones Design, Inc.",Anique Watson,TEXAS,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-608756
H-400-24002-603750,"Earthscapes Lawn and Land Service, Inc.",Cooper Hufman,VIRGINIA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-603750
H-400-24002-601706,"Earthscapes, Inc.",Amber Hodgson,SOUTH DAKOTA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-601706
H-400-24002-609274,EarthTech West II LTD,Ryland Warner,COLORADO,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-609274
H-400-24002-608755,Earthtones Greenery Inc,Anique Watson,TEXAS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-608755
H-400-24002-608792,"Earthworks Landscaping Services, Inc.",Robert Kershaw,UTAH,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-608792
H-400-24002-610001,EarthX,Zachary New,COLORADO,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-610001
H-400-24002-605285,"EAST END RUBBISH, INC.",JOSEPH BISHOP,MASSACHUSETTS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-605285
H-400-24002-609536,"East Hampton IGA, LLC",Mitchell Zwaik,NEW YORK,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-609536
H-400-24004-616004,"East Hampton Poolshark, Inc.",Mitchell Zwaik,NEW YORK,E,https://seasonaljobs.dol.gov/jobs/H-400-24004-616004
H-400-24003-613859,"EAST TEXAS LANDSCAPING, INC. ",Caroline Mueller,TEXAS,A,https://seasonaljobs.dol.gov/jobs/H-400-24003-613859
H-400-24002-601955,"Eastern Events, Inc.",Emily Brown,MAINE,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-601955
H-400-24002-604066,"Eastern Iowa Excavating & Concrete, LLC",Aaron Bernard,IOWA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-604066
H-400-24002-604178,"Eastern Iowa Excavating & Concrete, LLC",Aaron Bernard,IOWA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604178
H-400-24002-605648,"Eastward Ho Country Club, Inc.",Keith Pabian,MASSACHUSETTS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605648
H-400-24002-605650,"Eastward Ho Country Club, Inc.",Keith Pabian,MASSACHUSETTS,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-605650
H-400-24002-605646,"Eastward Ho Country Club, Inc.",Keith Pabian,MASSACHUSETTS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-605646
H-400-24002-605654,"Eastward Ho Country Club, Inc.",Keith Pabian,MASSACHUSETTS,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-605654
H-400-24002-604584,"EASYGREEN LAWN CARE, LLC",MELISSA NOLAN,COLORADO,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604584
H-400-24004-615080,"Eat Good Snacks, LLC",Lucia GARRETT,VIRGINIA,B,https://seasonaljobs.dol.gov/jobs/H-400-24004-615080
H-400-24002-607283,"Eaton Asphalt Paving Co., Inc.",Theresa Luchak,KENTUCKY,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-607283
H-400-24002-604156,"Ebenezer Yard Materials, LLC",Leonard D'Arrigo,NEW YORK,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-604156
H-400-24002-602347,"Echo Systems Landscape, LLC",Tristan Strong,TENNESSEE,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-602347
H-400-24002-608818,Echo Valley Construction LLC,Brent WOLZEN,NEBRASKA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-608818
H-400-24002-602781,"Eclipse Co., LLC",Kirsten Corea,OHIO,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-602781
H-400-24002-606675,ECO PAINTERS LLC,Meagan Kirchner,WISCONSIN,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-606675
H-400-24002-606666,"Eco Quality Landscaping, LLC",Steven McKay,NEW YORK,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-606666
H-400-24002-606086,"Eco Services Intermountain, LLC",Mauricio Torres Sanchez,UTAH,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-606086
H-400-24002-602910,Ecological Restoration & Consulting,Annika Green,WEST VIRGINIA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-602910
H-400-24002-603786,"Ecological Restoration & Management, Inc.",Cooper Hufman,MARYLAND,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-603786
H-400-24003-610955,"Economic Concrete Services, Inc.",Trisha Floyd Nielsen,IOWA,C,https://seasonaljobs.dol.gov/jobs/H-400-24003-610955
H-400-24002-603108,"Ecoscape Solutions Group, LLC_NJ",Kirsten Corea,NEW JERSEY,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-603108
H-400-24003-611007,"EcoSystems Irrigation, Inc",Veronica Birkenstock,NEW JERSEY,E,https://seasonaljobs.dol.gov/jobs/H-400-24003-611007
H-400-24004-615884,Ecoturf LLC,Trent Williams,OKLAHOMA,C,https://seasonaljobs.dol.gov/jobs/H-400-24004-615884
H-400-24004-615903,Ecoturf LLC,Trent Williams,OKLAHOMA,D,https://seasonaljobs.dol.gov/jobs/H-400-24004-615903
H-400-24002-605085,Ed's Landscapes Services Corp,LISSETTE HILDESHEIM,NEW YORK,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-605085
H-400-24002-603624,"Ed's Plant World, Inc.",Cooper Hufman,MARYLAND,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-603624
H-400-24002-605575,"EDC Talbot, LLC",Keith Pabian,MARYLAND,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-605575
H-400-24002-604158,"EDD, LLC",Dawn Forrester,SOUTH CAROLINA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604158
H-400-24003-611954,Edgartown  Commons Condominium Trust,Marilyn Vukota,MASSACHUSETTS,D,https://seasonaljobs.dol.gov/jobs/H-400-24003-611954
H-400-24003-612113,Edgartown Diner LLC,Marilyn Vukota,MASSACHUSETTS,B,https://seasonaljobs.dol.gov/jobs/H-400-24003-612113
H-400-24003-612238,Edgartown Diner LLC,Marilyn Vukota,MASSACHUSETTS,C,https://seasonaljobs.dol.gov/jobs/H-400-24003-612238
H-400-24003-612174,Edgartown Diner LLC,Marilyn Vukota,MASSACHUSETTS,F,https://seasonaljobs.dol.gov/jobs/H-400-24003-612174
H-400-24002-603913,EDGARTOWN MEAT & FISH MARKET,JOHN GISMONDI,MASSACHUSETTS,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-603913
H-400-24002-604270,EDGARTOWN MEAT & FISH MARKET,JOHN GISMONDI,MASSACHUSETTS,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-604270
H-400-24002-605284,EDGEWATER OOB LLC,JOSEPH BISHOP,MAINE,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-605284
H-400-24002-602890,Edgewood Company DC LLC,Kirsten Corea,MARYLAND,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-602890
H-400-24004-616846,Edko LLC,Michele Contreras,NORTH CAROLINA,D,https://seasonaljobs.dol.gov/jobs/H-400-24004-616846
H-400-24003-614006,Edko LLC,Michele Contreras,VIRGINIA,B,https://seasonaljobs.dol.gov/jobs/H-400-24003-614006
H-400-24004-616737,Edko LLC,Michele Contreras,VIRGINIA,F,https://seasonaljobs.dol.gov/jobs/H-400-24004-616737
H-400-24002-601411,"Edmonds Landscaping, Inc.",Emily Brown,WASHINGTON,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-601411
H-400-24002-605138,Eduardo's Lawn Care Service Corp,LISSETTE HILDESHEIM,NEW YORK,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-605138
H-400-24002-608781,EFH Inc.,Anique Watson,MAINE,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-608781
H-400-24002-603722,"EFM Construction, LLC",Aaron Bernard,IOWA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-603722
H-400-24002-604160,"EFM Construction, LLC",Aaron Bernard,IOWA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604160
H-400-24002-603945,"EFM Construction, LLC",Aaron Bernard,IOWA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-603945
H-400-24002-604103,"EFM Construction, LLC",Aaron Bernard,IOWA,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-604103
H-400-24002-602290,"EG Landscaping, Inc.",Tristan Strong,MICHIGAN,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-602290
H-400-24002-607652,"EGB ENTERPRISES, INC.",MARK CARCHIDI,MASSACHUSETTS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-607652
H-400-24002-607588,"EGB ENTERPRISES, INC.",MARK CARCHIDI,MASSACHUSETTS,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-607588
H-400-24002-606677,Eiben Landscaping,Robert Kershaw,PENNSYLVANIA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-606677
H-400-24003-610941,"EICHENLAUB, LLC",JOSEPH BISHOP,PENNSYLVANIA,E,https://seasonaljobs.dol.gov/jobs/H-400-24003-610941
H-400-24002-601533,EIS Transportation LLC,Monica Thode,MARYLAND,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-601533
H-400-24002-601891,"EJ Amusements of NH, Inc.",Robert Pierce,NEW HAMPSHIRE,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-601891
H-400-24002-602349,"EJ Mercado Landscape, Inc.",Tristan Strong,ILLINOIS,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-602349
H-400-24002-601528,"El A's Contractors, Inc.",Christina Medrano,TEXAS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-601528
H-400-24004-616798,El Agavero LLC,Michele Contreras,ARIZONA,A,https://seasonaljobs.dol.gov/jobs/H-400-24004-616798
H-400-24004-616792,El Agavero LLC,Michele Contreras,ARIZONA,E,https://seasonaljobs.dol.gov/jobs/H-400-24004-616792
H-400-24002-604075,"El Dorado Restaurant, LLC",Delia Pacheco,TEXAS,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-604075
H-400-24002-603149,"El Gueros Landscaping, LLC.",Michael Lerner,OHIO,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-603149
H-400-24002-603640,"El Jinete 2, Inc.",Michael Lerner,KENTUCKY,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-603640
H-400-24002-603498,"El Jinete, Inc.",Michael Lerner,OHIO,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-603498
H-400-24003-611863,"El Patron Uniontown Mexican Grill, LLC",Michele Contreras,PENNSYLVANIA,E,https://seasonaljobs.dol.gov/jobs/H-400-24003-611863
H-400-24003-612364,"EL PINO, LTD. ",Joanly De Los Santos,OHIO,C,https://seasonaljobs.dol.gov/jobs/H-400-24003-612364
H-400-24002-603486,"El Rancho 3, Inc. ",Michael Lerner,MICHIGAN,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-603486
H-400-24002-603359,"El Rancho 4, Inc. ",Michael Lerner,MICHIGAN,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-603359
H-400-24002-603651,"El Rancho 7, Inc. ",Michael Lerner,MICHIGAN,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-603651
H-400-24002-601395,"El Rincon Forestry, Inc.",Amber Hodgson,OREGON,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-601395
H-400-24002-604001,El Rinconcito Inc.,Delia Pacheco,TEXAS,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604001
H-400-24005-619048,"El Vaquero West, Inc",Cooper Hufman,VIRGINIA,B,https://seasonaljobs.dol.gov/jobs/H-400-24005-619048
H-400-24002-602679,"ELC Group, LLC",Tristan Strong,NORTH CAROLINA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-602679
H-400-24004-616635,"ELC Landscaping Group, Inc.",Michele Contreras,NEW JERSEY,A,https://seasonaljobs.dol.gov/jobs/H-400-24004-616635
H-400-24002-605903,ELCS Lawn & Landscape,Vanessa Ryman,OHIO,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-605903
H-400-24002-602603,"Elegant Lawn Care, Inc ",Stacey Sphuler,PENNSYLVANIA,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-602603
H-400-24002-602973,Elements Mountain Company,Annika Green,CALIFORNIA,C,https://seasonaljobs.dol.gov/jobs/H-400-24002-602973
H-400-24002-603863,"Elephant and the Dove, LLC",Leonard D'Arrigo,NEW YORK,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-603863
H-400-24002-609888,ELEVATE CARE NORTHBROOK,GERARDO DEAN,ILLINOIS,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-609888
H-400-24004-614773,"Elite Grounds, L.C.",Keven Stratton,UTAH,A,https://seasonaljobs.dol.gov/jobs/H-400-24004-614773
H-400-24004-614778,"Elite Grounds, L.C.",Keven Stratton,UTAH,E,https://seasonaljobs.dol.gov/jobs/H-400-24004-614778
H-400-24002-607439,"Elite Industries, Inc.",Jennifer Casey,COLORADO,B,https://seasonaljobs.dol.gov/jobs/H-400-24002-607439
H-400-24002-609779,"Elite Industries, Inc. ",Jennifer Casey,COLORADO,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-609779
H-400-24003-613383,"Elite Irrigation Services, LLC ",Edgar Ceniceros-Herrada,MISSOURI,D,https://seasonaljobs.dol.gov/jobs/H-400-24003-613383
H-400-24002-602645,"Elite Landscape Property Management Solutions, Inc.",Tristan Strong,ILLINOIS,E,https://seasonaljobs.dol.gov/jobs/H-400-24002-602645
H-400-24002-606584,Elite Landscapes and Pavers Inc.,Robin Svec,NEW JERSEY,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-606584
H-400-24002-610158,Elite Roustabouts LLC,Tatiana Dennis,TEXAS,F,https://seasonaljobs.dol.gov/jobs/H-400-24002-610158
H-400-24002-604088,Elite Synthetic Surfaces Inc,JOHN GISMONDI,NEW YORK,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604088
H-400-24004-615151,Elite Synthetic Surfaces Inc,JOHN GISMONDI,NEW YORK,C,https://seasonaljobs.dol.gov/jobs/H-400-24004-615151
H-400-24002-604162,ELK RIVER CLUB INC,JOHN GISMONDI,NORTH CAROLINA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604162
H-400-24002-604225,ELK RIVER CLUB INC,JOHN GISMONDI,NORTH CAROLINA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-604225
H-400-24002-603730,ELK RIVER CLUB INC,JOHN GISMONDI,NORTH CAROLINA,D,https://seasonaljobs.dol.gov/jobs/H-400-24002-603730
H-400-24002-604150,ELK RIVER CLUB INC,JOHN GISMONDI,NORTH CAROLINA,G,https://seasonaljobs.dol.gov/jobs/H-400-24002-604150
H-400-24002-609202,Elkhorn Lawn Care LLC,Jessica Feinstein,NEBRASKA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-609202
H-400-24002-608664,Elkins Sawmill Inc.,Trent Williams,NORTH CAROLINA,A,https://seasonaljobs.dol.gov/jobs/H-400-24002-608664
